year,month,zhvi_allhomes_tminus1,zhvi_allhomes_tminus12,pct_change_1,pct_change_3,pct_change_12,roll3,roll6,roll12,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12
2017,12,205700.0,193700.0,0.22215639810426535,1.252183406113537,0.37808951235804944,154400.0,149916.66666666666,130450.0,False,False,False,False,False,False,False,False,False,False,True
