model,RMSE_mean,RMSE_std,MAE_mean,R2_mean
Linear+Imputer+Scaler (CV),1113.9766505706575,35.70865311348003,735.2432659825937,0.9998061755877562
RF-small (CV),4152.0993061739755,2796.7304402806503,969.5805241736272,0.9973268213914359
